ks4score,fiveac,fiveem,k3en,k3ma,k3sc,gender,SECshort,hiquamum,singlepar,house,fsm,parasp,computer,tuition,pupasp,homework,attitude,sen,truancy,absent,exclude,IDACI_n,FSMband
552,yes,yes,7,7,7,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,yes,rented,no,Yes,Yes,No,Yes,4_evenings,very_high,No,missing,No,No,-0.748255631710025,5pr-9pr
552,yes,yes,6,7,7,Male,missing,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.318759680569987,<5pr
552,yes,yes,5,7,7,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.425372588061668,<5pr
552,yes,yes,7,8,6,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,No,Yes,No,Yes,4_evenings,high,No,No,No,No,-0.591644633188138,5pr-9pr
552,yes,yes,7,7,6,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,missing,No,No,0.135415923784691,21pr-35pr
552,yes,yes,6,7,6,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-1.09207789672749,<5pr
552,yes,no,5,5,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-1.46299326233194,5pr-9pr
552,yes,yes,6,6,5,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,missing,No,No,1.13967096113011,13pr-21pr
551.25,yes,yes,7,7,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,-0.159382527463584,5pr-9pr
551,yes,yes,7,7,7,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.865029587497084,35pr+
551,yes,yes,6,7,6,Female,Intermediate,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,4_evenings,missing,No,No,No,No,-1.07108840936334,9pr-13pr
551,yes,yes,6,7,6,Female,missing,No_qualification,no,owned,yes,No,Yes,No,Yes,4_evenings,very_high,No,No,missing,missing,0.709858791282653,35pr+
551,yes,yes,6,6,6,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.247531134509979,NA
551,yes,yes,5,7,5,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,missing,No,No,0.285616611575437,9pr-13pr
551,yes,yes,5,5,5,Female,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,yes,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,No,No,No,-0.843260467348788,13pr-21pr
551,yes,yes,5,5,4,Female,Intermediate,No_qualification,no,rented,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.942837863310388,35pr+
550.25,yes,yes,5,6,5,Female,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,Yes,No,No,0.749203256796479,13pr-21pr
550,yes,yes,7,8,7,Female,Intermediate,Degree_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.035806965330918,13pr-21pr
550,yes,yes,7,8,7,Female,Managerial_and_professional,No_qualification,no,rented,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,1.29460885936246,21pr-35pr
550,yes,yes,7,8,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_low,No,No,No,No,-0.201351146122682,<5pr
550,yes,yes,7,8,7,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_low,No,No,No,No,-0.055955671948939,<5pr
550,yes,yes,6,8,7,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,0.234427400344215,<5pr
550,yes,yes,7,7,7,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-1.49408269639833,<5pr
550,yes,yes,7,7,7,Female,Managerial_and_professional,Degree_or_equivalent,no,rented,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-0.341189473831566,9pr-13pr
550,yes,yes,7,7,7,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.053963814770781,5pr-9pr
550,yes,yes,7,7,7,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-1.89020772515412,<5pr
550,yes,yes,6,7,7,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,missing,No,missing,missing,missing,-0.421109181404176,21pr-35pr
550,yes,yes,5,7,7,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,-0.46197947752484,5pr-9pr
550,yes,yes,7,6,7,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,-0.714164024474258,<5pr
550,yes,yes,7,7,6,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-1.88925899005096,5pr-9pr
550,yes,yes,6,7,6,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.31700125947749,<5pr
550,yes,yes,6,7,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,0.085944489555749,<5pr
550,yes,yes,6,7,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-1.08188060448427,5pr-9pr
550,yes,yes,6,6,6,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,Yes,No,No,-0.456675179356624,<5pr
550,yes,no,5,6,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,1.17162518298992,13pr-21pr
550,yes,no,5,6,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.836468690682802,21pr-35pr
550,yes,no,5,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,1.05832807345983,35pr+
550,yes,no,6,5,5,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,Yes,Yes,No,1.05263486673139,21pr-35pr
550,yes,no,5,5,5,Female,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.857766393149456,35pr+
550,no,no,4,5,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,Yes,No,No,0.211590949509213,21pr-35pr
550,yes,no,4,4,4,Female,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,4_evenings,low,No,missing,missing,missing,0.969731779718155,35pr+
550,yes,yes,7,8,7,Male,missing,HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,-0.912620534740173,5pr-9pr
550,yes,yes,7,8,7,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.144092101505068,9pr-13pr
550,yes,yes,7,8,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_high,No,No,No,No,-1.79315233388971,5pr-9pr
550,yes,no,5,8,7,Male,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.466232287434853,9pr-13pr
550,yes,yes,7,7,7,Male,missing,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-1.14226391519014,<5pr
550,yes,yes,6,7,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.710063503680829,<5pr
550,yes,yes,6,7,6,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,yes,owned,no,No,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.318759680569987,<5pr
550,yes,yes,6,7,6,Male,Intermediate,GCE_A_Level_or_equivalent,yes,rented,yes,Yes,No,No,Yes,4_evenings,very_high,No,No,No,No,0.369663315145648,35pr+
550,yes,yes,6,7,6,Male,missing,No_qualification,no,owned,no,Yes,No,No,Yes,2_evenings,very_low,No,Yes,No,No,1.74888059267078,21pr-35pr
550,yes,yes,6,6,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,0.652369484724539,21pr-35pr
550,yes,yes,6,6,6,Male,Intermediate,No_qualification,yes,rented,yes,Yes,Yes,Yes,Yes,2_evenings,low,No,No,No,No,1.3441860345455,35pr+
550,yes,yes,5,6,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,missing,No,No,-0.523059164541495,13pr-21pr
550,yes,yes,5,7,5,Male,Intermediate,No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.758080467770849,35pr+
550,yes,yes,6,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,No,2_evenings,high,No,No,No,No,-0.498585653457177,9pr-13pr
550,yes,yes,5,6,5,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,rented,yes,Yes,Yes,No,Yes,1_evening,high,No,No,No,No,0.699051174537493,<5pr
550,yes,yes,5,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,No,No,No,2.01769391166401,35pr+
550,yes,yes,6,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,Yes,missing,missing,0.823222764477215,13pr-21pr
549.5,yes,yes,6,8,7,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,-0.08658329424023,13pr-21pr
549.5,yes,yes,6,7,7,Female,Intermediate,GCE_A_Level_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.179559031235156,13pr-21pr
549,yes,yes,6,8,7,Female,Managerial_and_professional,Other_qualifications,yes,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.496334842637913,5pr-9pr
549,yes,yes,7,7,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,No,Yes,No,No,2_evenings,low,No,No,No,No,0.281724064202199,35pr+
549,yes,yes,5,7,5,Female,Managerial_and_professional,missing,yes,owned,no,No,Yes,No,Yes,2_evenings,high,No,Yes,No,No,-0.951434072160839,5pr-9pr
549,yes,no,7,6,5,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,none,low,No,Yes,No,No,-0.168413089497988,9pr-13pr
549,yes,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,No,No,Yes,4_evenings,very_high,No,No,No,No,1.46858338495041,21pr-35pr
549,yes,yes,6,6,4,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-0.809677995931874,5pr-9pr
549,yes,yes,6,7,7,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.1343565138229,5pr-9pr
549,yes,yes,6,7,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,none,low,No,No,No,No,-1.36549851845873,5pr-9pr
548.5,yes,yes,6,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-1.50757675926582,<5pr
548.5,yes,yes,6,7,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-2.39025394681518,<5pr
548.25,yes,yes,7,7,6,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-2.18402461651428,5pr-9pr
548,yes,yes,6,7,7,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,No,No,No,-0.388640729255662,21pr-35pr
548,yes,yes,7,7,6,Female,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,low,No,No,No,No,-1.48659530318171,9pr-13pr
548,yes,yes,6,7,6,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,-1.83865241524414,<5pr
548,yes,yes,6,7,6,Female,"Routine,_semi-routine_or_unemployed",missing,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,No,No,0.464902381900536,35pr+
548,yes,yes,7,6,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,none,high,No,No,No,No,-0.551088182143655,5pr-9pr
548,yes,yes,6,6,6,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.888986774377543,13pr-21pr
548,yes,yes,6,6,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.73223624044864,9pr-13pr
548,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,high,No,No,missing,missing,2.02629561635616,35pr+
548,yes,yes,5,6,5,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,No,4_evenings,high,No,No,No,No,-0.363282333616399,13pr-21pr
548,yes,no,5,4,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,No,No,Yes,1_evening,low,No,No,No,No,1.64030861192943,35pr+
548,yes,no,4,3,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,Yes,missing,missing,0.857766393149456,35pr+
548,yes,yes,7,8,7,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.098487773709273,<5pr
548,yes,yes,7,8,7,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,No,No,Yes,4_evenings,low,No,No,No,No,0.369152285807563,<5pr
548,yes,yes,7,8,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,-3.71118220841292,<5pr
548,yes,yes,6,8,7,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.676376063637457,<5pr
548,yes,yes,5,8,7,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,missing,missing,-0.700270564289114,9pr-13pr
548,yes,yes,7,7,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.517139255336904,5pr-9pr
548,yes,yes,7,7,7,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-3.58798503616014,<5pr
548,yes,yes,7,7,7,Male,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,0.667502552442651,<5pr
548,yes,yes,7,8,6,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,missing,No,No,No,No,-0.707711103600455,21pr-35pr
548,yes,yes,6,7,6,Male,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.124665115025254,<5pr
548,yes,yes,6,6,6,Male,missing,missing,no,rented,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,1.33346468280535,35pr+
548,yes,no,6,6,6,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,Yes,Yes,missing,missing,No,Yes,Yes,No,1.23342424978477,21pr-35pr
548,yes,yes,6,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,0.481541697446242,9pr-13pr
548,yes,yes,5,6,5,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,missing,No,No,-0.307480227084571,21pr-35pr
548,yes,no,6,5,5,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,0.956072715521349,9pr-13pr
548,yes,yes,6,5,5,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,missing,low,No,No,No,No,-0.164379935310592,21pr-35pr
548,yes,no,5,5,5,Male,"Routine,_semi-routine_or_unemployed",missing,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.304645688187108,35pr+
548,yes,no,4,5,4,Male,missing,missing,no,owned,yes,Yes,No,No,Yes,2_evenings,very_high,No,No,missing,missing,0.466409670440906,35pr+
547.25,yes,yes,5,6,5,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.877471243706091,5pr-9pr
547,yes,yes,6,8,7,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,high,No,No,missing,missing,-0.308898422078913,5pr-9pr
547,yes,yes,5,8,7,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.159865971659221,5pr-9pr
547,yes,yes,7,7,7,Female,Managerial_and_professional,missing,yes,owned,yes,Yes,Yes,No,Yes,3_evenings,missing,No,No,missing,missing,0.071739672664895,21pr-35pr
547,yes,yes,7,7,7,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.367109130622445,5pr-9pr
547,yes,yes,7,7,6,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.270814389002035,9pr-13pr
547,yes,yes,6,7,6,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-1.34183365974392,<5pr
547,yes,yes,6,7,7,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-1.59868333753136,<5pr
547,yes,yes,6,7,7,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-1.25498789221426,<5pr
547,yes,yes,6,7,7,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,0.241629328480117,9pr-13pr
547,yes,yes,5,7,7,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,yes,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,1.02198028570895,35pr+
547,yes,yes,7,7,6,Male,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,Yes,No,-0.179316495828144,9pr-13pr
547,yes,yes,6,7,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.025460041146338,<5pr
547,yes,yes,6,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,Yes,No,No,0.56839484749638,<5pr
547,yes,yes,5,7,6,Male,missing,GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,No,No,Yes,3_evenings,very_high,No,No,No,No,0.376742535621476,9pr-13pr
547,yes,no,5,7,6,Male,missing,Degree_or_equivalent,no,rented,yes,Yes,Yes,No,Yes,missing,very_low,No,No,No,No,-0.123222100948694,21pr-35pr
547,yes,yes,4,7,6,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,Yes,No,No,No,3_evenings,missing,No,No,No,No,-0.527808315654474,13pr-21pr
547,yes,yes,6,6,6,Male,missing,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-1.70268582780523,<5pr
547,yes,yes,6,6,6,Male,missing,missing,no,rented,yes,missing,missing,missing,Yes,3_evenings,very_high,No,No,missing,missing,1.43659777891531,35pr+
546.5,yes,yes,6,7,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.60211906631736,<5pr
546.5,yes,yes,6,4,5,Female,missing,Degree_or_equivalent,no,other/DK/Ref,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,1.13344867807355,13pr-21pr
546.5,yes,no,3,4,3,Female,missing,No_qualification,no,owned,no,Yes,No,No,Yes,3_evenings,high,Yes,No,missing,missing,0.687820590507309,35pr+
546.5,yes,yes,6,8,7,Male,missing,No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,low,No,Yes,No,No,-0.146986540504362,<5pr
546,yes,yes,7,7,7,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,No,Yes,No,Yes,1_evening,very_low,No,No,No,No,-1.24456511160806,5pr-9pr
546,yes,yes,7,7,7,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,1.46229770417133,21pr-35pr
546,yes,yes,7,7,6,Female,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.864104751697734,<5pr
546,yes,yes,6,7,6,Female,missing,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,high,No,No,No,No,-1.70099325831323,<5pr
546,yes,yes,6,7,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,Yes,No,Yes,4_evenings,high,No,No,missing,missing,0.943334290337403,35pr+
546,yes,yes,6,7,6,Female,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-1.58484632753055,<5pr
546,yes,yes,5,7,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,missing,missing,0.52543225874273,35pr+
546,yes,yes,7,6,6,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.33781853079069,35pr+
546,yes,yes,7,6,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,very_low,No,No,No,No,-1.20745715113725,9pr-13pr
546,yes,yes,6,6,5,Female,missing,GCE_A_Level_or_equivalent,no,rented,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.644320245933952,13pr-21pr
546,yes,yes,5,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,none,high,No,No,No,No,0.847923969064986,35pr+
546,yes,yes,5,5,5,Female,Managerial_and_professional,Other_qualifications,yes,rented,no,Yes,No,No,Yes,5_evenings,very_high,No,No,No,No,0.753000507863881,21pr-35pr
546,yes,yes,5,6,4,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.855699495719532,35pr+
546,yes,yes,7,8,7,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.394223465907455,<5pr
546,yes,yes,6,8,7,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,Yes,No,-1.54453400878584,<5pr
546,yes,yes,7,7,7,Male,Managerial_and_professional,No_qualification,no,rented,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,missing,missing,-2.49892816114197,5pr-9pr
546,yes,yes,5,6,7,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,missing,missing,1.6285111903293,35pr+
546,yes,yes,7,7,6,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.711292403656303,<5pr
546,yes,yes,7,7,6,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,low,No,No,No,No,-0.187487751232086,<5pr
546,yes,yes,6,7,6,Male,missing,missing,no,owned,no,missing,missing,missing,Yes,4_evenings,high,No,No,missing,missing,-1.23820455218198,5pr-9pr
546,yes,yes,5,7,6,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.04463884961086,<5pr
546,yes,yes,5,6,6,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,No,Yes,No,Yes,3_evenings,very_high,No,No,missing,missing,0.361243551998753,21pr-35pr
